,X,obs,pred
3142,it smells good  it s made to be used in african american hair or biracial hair  it works on natural black hair an on relaxed black hair  i m natural and i only use natural oils on my hair  two of the oils in this jar are bad for your hair  scalp and it inhibits hair growth  no one should put petrolatum and mineral oil on their hair  i guess some people can use it to seal with if they don t object to the petro and min oil  it has mineral oil and other bad oils in it,0,1
3139,this product is essentially ground up pepper ingredients   it even looks like pepper  and smells somewhat like pepper   the three main  active ingredients are  1   oil of black pepper   0 48  by weight  2   piperine  comes from black pepper   0 185  by weight  3   capsaicin  0 032  by weight the other 99 3  are  other ingredients  when you open the big blue jug  please note  it is five pounds by weight  but the jug is about 3 4 full  so visually you get the impression its a bigger quantity by volume than five pounds actually is i used it around the perimeter of my home  which is regularly visited by a couple of stray cats  chipmunks  and deer   i also have a pet dog and cat   i did not expect miracles  and as with any product of this type  you need to accept that it is a deterrent  which hopefully minimizes these unwelcome visitors  nothing tends to eliminate intrusion by these animals completely while pepper odor can be an effective deterrent to ward off some animals  i find it effective sometimes and ineffective other times   some animals will deal with it and others will move on i did not find that this product made any difference at all in the amount of pests who frequent my property   i tried a couple of applications in various places   none of the chipmunks  cats  squirrels that i observed seemed to notice its presence at all   i did not spread it thin and i followed the instructions   in fact  i ended up applying it heavier than instructed  and still no noticeable difference in animal visits but  if you do want to include pepper in your deterrent approach  i do not see any reason to pay  5 or  6 a pound for this product   5 pounds amounts to 80 ounces   since the active ingredients  various forms of pepper  make up less than 3 4 of one percent of this jar  or about half an ounce  you could buy black pepper and some hot pepper powder or sauce and make your own  homemade powder for far less for deterring deer from flowers and shrubs  i use a mixture of tap water  some chili powder and one egg  left to rot in a one gallon plastic bottle   along with some liquid dish soap for adhesion   so you could possibly not use the egg  attracts some animals  even when rotten  and add a little more pepper  dish soap or baking soda   you d end up with something that would work as well as this product  more like critter pepper,0,1
3133,i really loved the mio line   tried most of the flavors  liked most of them   really loved the blueberry lemonade   was great in water  but also in mixed drinks at happy hour   unfortunately  after about 5 months of regular use  i finally noticed a correlation between fits of explosive diarrhea and mio usage i searched online  and i m not alone  it seems to affect lots of folks this way   most seem to believe it s due to the propylene glycol in it    basically the same stuff that s in anti freeze   the body can t absorb it  and it s a slick oily feeling liquid  so it triggers a very negative reaction in most   since many things in modern diets cause a similar reaction  it might go unnoticed for quite a while but when i stopped  the difference was amazing so    sorry mio   so good  but not worth the emergencies  spectacular flavor   watch for side effects,0,1
3128,this is a great bone that lasts my dogs forever  but you can buy them in dollar stores  totally unfair to charge 7x the price  great  but unfair price,0,1
3127,as adding any oil to your hair  there was a notable effect on shine and luster  but by the end of the day my hair felt more heavy and greasy than anything else   other than having some moderate immediate benefit  there was no long term gain of better condition of may hair or scalp   i really could not notice anything different about my hair during and after use  didn t note much therapy,0,1
2196,this used to be my favorite tea  but the formula has changed   i ve heard that if you can find the tea in the original pale yellow box  that it is still the old  good tasting  formula   read through the other negative reviews and comments for more info  and notice the dates on the reviews  good and bad    it used to taste like a liquid fireball candy  now it tastes like hot water with black pepper  used to be excellent  formula changed,0,1
3125,the good 1  melts fairly well2  easy to use  microwave directions the bad 1  flavor isn t that great  i found myself wanting to just get some swiss miss mix instead overall i ll just pay more for the special order hot chocolate from whetstone chocolates or find a local place that uses chocolate shavings and not this powdered mix or i ll hit up the grocery aisle and save some cash  flavor is just so so,0,1
3120,why is this so expensive   the regular price at the store is  2 65 a jar and it goes on sale 2 for 1 once a year   here it is over  5 a jar          great sauce exhorbitant price,0,1
2116,product had good flavor but was extremely difficult to work with and cooked way too thick  it really would ve been more in my best interests to find a home made recipe   create a pie shell by scratch if i knew i would ve had this much trouble baking for my mother on mother s day  if you have tons of delicate time on your hands to slowly piece together a pie by hand then this is for you  if not    you re like me  just look a recipe up   product was    eh   ,0,1
2118,this liquid water enhancer doesn t really taste much like sweet tea to me  if you really want sweetened iced tea without calories  it d be far better  and cheaper  to make the real stuff and just add a packet of splenda  which is the sweetener in this mio product however  if you just want a quick convenient no calorie flavor added to water  and you don t really care if it tastes like real tea  this will do  i thought it was too sweet in the concentration they suggest  but if i add less  it tastes diluted  you ll have to play with it to get the concentration you like  liquid water enhancer,0,1
2119,1   i m definitely a fan of the powdered drinks and recently noticed the craze surrounding the concetrated liquid formula   bottomline  the taste is fine and i can see the benefit of being able to fine tune the taste for varying sizes of cups   h20   but  in the end i was put off by the fact that you have to keep this stuff in the fridge and depending on how you squeeze it  it s inevitable that you re going to make a mess here or there   i think it s much more versatile to utilize the powdered form  at least for me   it s ok  but i m into the powdered products,0,1
2126,i don t know why everyone always seems to buy the chocolate hazelnut  the hazelnut adds a bitter taste both during and after eating  for a truly delicious rolled wafer cookie  try the dark chocolate or the vanilla flavor  both of them have the light and crispy outer cookie with the smooth yummy filling without any bitterness to destroy your enjoyment  unless you really like hazelnut  i would not recommend this cookie  hazelnut is bitter,0,1
2128,my wife and i have been going through the different brands of xylitol gums mints products for the past 2 years   we decided to try the xlear spry stuff because it was cheaper   boy can you tell that it s cheaper   while it does the job of delivering xylitol  it fails at the part of being a  gum    it s hard  and gets harder after a few minutes   i think the longest i was able to  chew  the spry stuff was 5 minutes  then it became so hard that it was decidedly uncomfortable to chew   on top of that  after a few minutes it actually started to dry our mouths  and it has a weird  and not pleasant  taste at that point too it s bad enough that we knew within a few weeks that the price difference was well worth it   after all our testing  xyloburst seems to be the clear winner in terms of best quality for the price   it stays soft chewable for as long as you want to chew  it never drys the mouth and the aftertaste is markedly less  and takes a lot longer to appear  vastly prefer xyloburst brand,0,1
2129,well don t really join me in my shower   just virtually join me while i describe this shampoo  it s thick and rich enough that a little is all you need to use  and it stays in your palm until you smack it on your noggin and start scrubbing  i also give points for the bottle design  which is easy to grip  squeeze  and close with one hand despite being an anti dandruff shampoo  it doesn t feel harsh   nor does it have a medicinal smell  in fact  despite some reviews mentioning the perfuming ingredients  i didn t really pick up a strong scent at all as far as its ability to control dandruff and flaking  i m not particularly knocked out  perhaps it s effective if such flaking is only from dry skin  as the shampoo seems like more of a moisturizer than medication  but for that same reason  it leaves my hair feeling slightly greasy  albeit looking nice   overall not a bad shampoo  but not my first choice for actual treatment of an active dandruff problem  come join me in my shower,0,1
2131,    before they started using white sugar in all of their recipes  you can just skip to the last paragraph if you don t care to read the whole thing  let me preface  a comment under one of my recent reviews challenged my credibility and accused me of  not being discriminating enough  posting too many positive reviews in the row  while i have written many low star reviews in more distant past  recently i have deliberately focused on the products that i love  and that have truly been very useful to me over the years  however  in an effort to make my reviews more balanced  i set out to look for items that i feel merit low rating and it did not take me long to come up with all current health valley line consuming white sugar has caused numerous problems for my health and i had to  happily and willingly  give it up long time ago the founder and original owner of health valley  george mateljan  was very passionate about good quality  healthy food and had pledged  among other things  to never use any white sugar  nor artificial sugar substitutes  in his products  true to his word  all of his cookies  bars and cereal were delicious  even though a little pricey  and they were sweetened with fruit juice only that s why these amaranth  and also rice bran cookies and couple of his cereals used to be my favorite and a regular staple in my pantry  just a brief insight into the history of the company   he founded it back in 1970 and it was the first company to produce healthy prepared foods in the united states using fresh  quality organic ingredients  they introduced hundreds of convenient  delicious items that were packed with nutrition and flavor yet completely free from white flour  refined sugar  hydrogenated fats  excess salt  chemical preservatives and artificial colors that are so common in highly processed foods george participated in every aspect of the production at health valley and personally created most of recipes used  that all has changed in late 90 s  when the company got bought by heinz very shortly afterwards  an  evaporated cane juice  became prominent ingredient in all of their goods  rose under a different name is still a rose  and no matter how glorified the politically correct  cane syrup  sounds  it still is a white sugar  a complete poison to my system to my great dismay  there are so very few options these days for really tasty healthy cookies  that would be fruit juice  or xylitol  sweetened  most of the  sugar free  varieties are made with artificial substitutes like sucralose  that are even worse for human consumption than sugar itself to sum up the previous  if consuming white sugar is not of any concern to you  then these cookies  and other bars and cereals from health valley  would still be a better option than many other commercial brands  out there   thanks of the overall higher quality of ingredients for me  just because of the white sugar issue  all of their products have been off my list long ago  health valley used to be perfect brand   ,0,1
2132,bought this paste in my local grocery store because it was the only thing they had  plus i didn t know any better   was making curried butternut squash bisque for the first time   the bisque was good  but little did i know  it could have been much better because this product was so expensive    it took a whole jar to give my bisque a mild curry flavor    i looked to amazon for an alternative   found mae ploy thai red curry paste   14 ounce per jar and gave it a try   prepared the same butternut squash bisque and oh  my  goodness   what a difference  try the mae ploy     you will get a huge container for a fraction of the cost  and the taste will be better than you ever knew was possible   kept in the fridge  it keeps for a good long while   but  when you taste the wonderful flavor  you ll be looking for recipes calling for curry paste   try the yellow and the green curry too   totally different tastes  used it once  but never again,0,1
3094,i have heard so many good things about kelp noodles  while on a diet of meat and veggies  nuts and seeds  some fruit  little starch  no sugar these noodles are fantastic however i bought this one too and they are identical http   www amazon com gp product b0019jth96 ref oh details o05 s00 i00so  save your  7 and buy this product from a difference seller  great noodles  bad price,0,1
3093,i just received this product and i am very disappointed the description led me to believe that the product included its own cup and the convenience was the only reason i purchased it what i got was a box filled with little bags of noodles and little bags of powdered cheese not so easy after all  if i had wanted the basic original version i would have ordered kraft mac and cheese   as it is  i feel like i am the victim of a bait and switch routine here is the actual product description copied and pasted from the page here on the amazon site consumers in the us are turning to kraft easy mac cups for the great taste of macaroni and cheese  easy mac cups are simple to prepare   just add water and put in the microwave for a few minutes   plus they are portable with a disposable cup that makes clean up easy  easy mac cups are perfect for any need to eat now occasion  kraft easy mac cups is available in several flavors like original  triple cheese  bacon  cheesy taco  roasted garlic parmesan and alfredo please note the frequent use of the word  cups  and the inclusion of the statement  plus they are portable with a disposable cup that makes clean up easy  i can t help but feel ripped off   i would not recommend this product to anyone   it is grossly overpriced for what you get and i will never order this product again unless you want to pay top dollar for tiny little snack sized bags of mac   cheese  do not buy this product kraft easy mac original macaroni and cheese dinner 18 microwaveable single serve packs not so easy,0,1
2105,its hot  but if you are into hot things you should look at the 666 6 horseradish  this stuff is definitely better than the junk in the grocery star and a good value  not very impressive,0,1
3171,when tony roma s opened his wonderful restaurant on biscayne boulevard in miami beach  florida i was an immediate fan   i thought i had surely died and gone to heaven every time i ordered a full rack of baby back ribs   there were no  heat  or flavor choices   he only had one sauce then and it s not this one   it was the very best of the best i ve ever eaten and i enjoyed them for many years   even when he and his partner  bobby rubino split up  and rubino opened his own rib place i sampled those and knew they had shared the recipe for this scrumptious delight   the sauce they tout as original here is by far and no where near the original taste  this is a tad worse than ordinary and not worthy of the baby back ribs i purchased especially for this sauce   i even cooked the rack in two different ways   i split it in half  wrapped them in loose foil  and slow roasted them in a 250 degree oven then browned them off at the end and i marinated the other half  steamed them through and browned them off as well   roma s had an open rotating grill on which the ribs were browned off for final presentation and eating   tender   yes   the slow cooking did that but that taste   that taste i remember so well was absolutely absent from the meat   don t waste your money or ribs on this  this is not the original bbq sauce,0,1
2197,all 5 of our dogs don t like them  even the two teething puppies leave them alone  four of our dogs are australian shepherd  one is a mixed breed chow  5 dog verdict   no thanks ,0,1
3016,the pita chips were very tasty and addictive  but  i ve gone through 3 bags out of 6 and so far  i think i ve found a total of 15 chips that were larger than one square inch  obviously  it is likely a shipping issue that broke most of the chips  but the impact to me is still the same  a bag of chips that are very difficult to eat i think my local sam s club has these more reasonably priced  in larger bags  and i m more likely to get unbroken chips  great chips  if any weren t broken,0,1
2942,this was a staple to my lower carb diet  loved it with walnuts and a sprinkle of truvia floating in almond milk  yum  now  it is off my shopping list  i did find an alternative at a local health food store and it s very good  comes in 4 flavors http   www amazon com nutritious living vanilla almond cereal dp b0081smo7k ref sr 1 11 s grocery ie utf8 qid 1344600644 sr 1 11 keywords low carb wtg kelloggs on adding sugar and salt,0,1
2262,i ordered a bunch of different products in this line to make a comparison between them i think i was exposed to too much of whatever is now making me itch and break out all over  it started with my arms after washing and conditioning my daughter s hair in the sink  i had already washed and conditioned my own hair with different products from the line    i noticed red spots along my arms  small bumps and itching  the kids saw red on my neck  which usually happens when i am allergic to something   but then it disappeared within an hour of first seeing it for the last several years  my previous shampoos and conditioners were mostly ph balanced and all natural these clear beauty products have a  common thread  between the shampoos conditioners  despite have slightly different smells   they are most abundant in ingredients that may initially detangle  but are drying and irritating on my hair and skin with accumulated usage exposure  it is now clear that these products are not good for me to continue using  not the outcome i had hoped  but found a  silver lining  when scalp became extremely dry as a result  with dandruff  raining down  to the touch  i did an internet search  i found that vinegar is an excellent conditioner  i used 1 2 vinegar water amazing results  my scalp calmed down and my hair seems to have recovered now soft to the touch instead of brittle  not the best choice for me,0,1
2938,hot chocolate s last savior perished today in a pathetic attempt to cut corners on quality  now it can join great value brand with the comfort and knowledge that it saved a nickel a box  swiss misses with new and improved,0,1
2937,it s been some time since i ve bought these  and saw them on sale 2 4 1 at a local store  the box seems about the same size as always  but the tiny little downsized cakes just shake around in it  i hope the stock holders are happy this year  because this is the last box i will ever buy  even at two boxes for the price of one  these pint sized cakes are no bargain  if they down size them again  shoppers will have to buy two boxes to put together one little cake  the cakes are delicious  but barely big enough to taste anymore  there are still some generic companies out there making full sized cakes  and  in light of this ridiculous miniaturizing  i would wholeheartedly recommend them over hostess  size does matter  ,0,1
2265,i ordered a bunch of different products in this line to make a comparison between them i think i was exposed to too much of whatever is now making me itch and break out all over  it started with my arms after washing and conditioning my daughter s hair in the sink  i had already washed and conditioned my own hair with different products from the line    i noticed red spots along my arms  small bumps and itching  the kids saw red on my neck  which usually happens when i am allergic to something   but then it disappeared within an hour of first seeing it for the last several years  my previous shampoos and conditioners were mostly ph balanced and all natural these clear beauty products have a  common thread  between the shampoos conditioners  despite have slightly different smells   they are most abundant in ingredients that may initially detangle  but are drying and irritating on my hair and skin with accumulated usage exposure  it is now clear that these products are not good for me to continue using  not the outcome i had hoped  but found a  silver lining  when scalp became extremely dry as a result  with dandruff  raining down  to the touch  i did an internet search  i found that vinegar is an excellent conditioner  i used 1 2 vinegar water amazing results  my scalp calmed down and my hair seems to have recovered now soft to the touch instead of brittle  not the best choice for me,0,1
2935,buy the 3 pack with subscribe and save  different item     i have used this product a long time and it is consistent   i also started ordering it because of hotels that use it   subscribe and save is 15  off and free shipping and can always change shipping  buy the 3 pack with subscribe and save,0,1
2266,this gave me big suds  so i was hopeful  however  i never had a shampoo that felt drying before until now  i actually found myself re shampooing in the shower as i could feel my hair start poofing up after the first shampoo   it felt somewhat better with the addition of a conditioner  even though it was loaded with drying agents  from the same line  once dry  the overall affect on my super curly  thin hair wispy cotton   update had to downgrade my reviews for this line when the skin on my arms and neck started breaking out after accumulated exposure washing my daughter s hair in the sink in addition to using other products from same line on myself that day  not the best choice for sensitive skin  found a  silver lining  when scalp became extremely dry as a result  with dandruff  raining down  to the touch  i did an internet search  i found that vinegar is an excellent conditioner  i used 1 2 vinegar water amazing results  my scalp calmed down and my hair seems to have recovered now soft to the touch instead of brittle  foams fast  but too dry for me,0,1
2933,clear scalp   hair beauty seemed like a good option as i keep my hair a bit longer and it does tend to be dry at the ends and occasionally at the scalp pros   it works well on the dry ends and if it were marketed as a product this way then i d probably give it 4 stars cons   it has lots of oil content  starting with mineral oil  and arrived with no directions on how much to use  when to use  how often to use  etc when applied to the scalp in a small quantity the hair gets an oily appearance and sheen  since that area of my hair is normally fine  just dry once in a while  that appearance wasn t needed  if you have very dry hair then you might want to apply it there  i used the product twice in one week and my hair then looked greasy   cutting back to once a week and applying it to the dry hair in a small quantity worked better and it looks as though it might be just as effective if only used every 10 days  misnamed and confusing to use   2 1 2 stars,0,1
2271,these are the pros and cons  price can t be beat and the quality about what i expected  however  the taste is ginger  but hot hot hot if this isn t an issue for you i say go for it  think i ll pick one of the other choices next time and there are a few  i take it for digestion and it works for me  good luck  amazon really tries ,0,1
2925,it doesn t have a butter flavor it doesn t have much of a salt flavor either so  it doesn t taste like butter and you need to add salt  the only thing it has going for it is that it is gluten free the subscribe and save price is good  better than you can get at the store by quite a bit  i bought my single bottle at the big box store for about 2 78 so if you can get it for less with s s then it is a good deal price wise be sure you buy a single one at the store before you invest in a 6 pack  butter seasoning that has no butter flavor,0,1
2922,howdy y all this is really pretty good stuff  i had never had couscous before and was rather pleased at how easy it was to make and how well it goes with other foods however  the  garlic   basil  is almost undetectable  you can smell it when you add the seasoning packet to the water  but once the final product is ready  the flavor is nearly nonexistent  i took the next two boxes and used the flavor packets from two of them to flavor one box of couscous  that worked pretty well one might as well buy this without any flavoring and add your own this next point is a nit  the box is sealed rather tightly  i was expecting the contents to be in a packet like the various flours they sell  not the case  so  when you open the box be very careful or you will spill some of the couscous  this is not a problem once i became aware of the situation  the first box  tho  was a bit of a mess    grin  rated a two since the flavor is  far  less than expected take care lee good  but  very  little flavor,0,1
2920,i used to eat  just the cheese  when it was in bigger bags a few years ago and they were good   but the snack size are just too salty no problems with seller though   i received my order quickly  i  used  to like them ,0,1
2281,i will start by telling you that these are one of the most delicious fruit filled snack or  dessert  item that come in this cookie type form  not unlike granola bars the cookie outside of these simply put is crunchy  absolutely delicious  really one of the most satisfying pastry type prepackaged items i have ever eaten the fruit  blueberry  filling is actually artificially flavored in addition to some natural flavor   points off  naturally  for this  however  the filling is  truthfully  quite good tasting and really goes well with the cookie shell outside 100 calories and no trans fat  certainly is a piece of good news in today s snack market  115 mg of sodium is also not bad  all things considered  today  0 cholesterol  18g of carbs  2g fiber  8g sugar  2  iron  2  folic acid   i find all this quite acceptable for this type of snack  both the negative and positive aspects   and the 4 stars for my review is given for what i have just reported here for your knowledge   everything about the taste  texture  and the cookie coating is delicious  however  now the problems start   directly copied from the package ingredients fruit filling    high fructose corn syrup  sugar  apple powder  dextrose  glycerin  blueberry  modified corn starch  sorbitol  maltodextrin  pectin  citric acid  salt  palm oil  sodium citrate  as ph control agent   artificial flavor  potassium sorbate  as preservative   fd c red 40  malic acid  caramel color  fd c blue 1 cookie   oat flour  enriched flour  wheat flour  niacinamide   reduced iron  thiamin mononitrate   riboflavin   folic acid    toasted oats  modified corn starch  vegetable oil  shortening  contains one or more of the following palm oil  sunflower oil  soybean oil  canola oil   wheat gluten  brown sugar  high fructose corn syrup  leavening agents  sodium bicarbonate  aluminum sodium sulfate  ammonium bicarbonate   iodized salt  soy lecithin  sodium stearoyl lactylate  whey protein  caramel color  yeast  rosemary extract  as antioxidant   sodium metabisulfite  zinc oxide  xanthan gum  ascorbyl palmitate  natural mixed tocopherols  pt000218 v2   one of the b vitaminsnow  after having read all this  i am wondering if you  like me  might have decided that these are not really what you want to eat     great taste on the tongue is great  but like so many things  not good for you in actuality is common today for our food products being presented for us to consume this 2nd part of my review  truthfully  erases two  perhaps three more stars  leaving the rating at either 2 stars or 1 star  as i said  they really are very tasty  but i find the ingredients list just not satisfactory  we are being fed entirely too many chemical and substitute ingredients in our food the final negative for these is the startling fact that these are made in mexico and shipped here for distribution by quaker  imagine  that old  reliable   all american  nutritionally conscious company  in effect  this fact  to me  erases the final 1 or 2 stars left  that i mention above end result   delicious tasting   they really do  taste like 4 stars worth    ingredients list and made in mexico etc   removes all stars  in effect  at least for me   i find this pretty sad  like i said  as they taste great  but they surely are not good for one finally  one last problem    the package  box  for this product is printed in multi colored inks  beyond regular 4 color process  which is very expensive  many companies do this today  which is excessive and stupid  also  the box is set up as a parallelogram which is really really stupid  adding unknown amounts of expense to the production of this packaging  today  there is so much expense in the packaging that it is ridiculous  these higher costs are added into the price we are paying for these products  yet we toss the package   what is this all about  anyway  waste  and higher prices   two things we certainly can do without today   i worked my entire career in printing graphics  etc   and i know packaging and printing inside and out    the expense of all this extra  glitz  is shameful waste and increases our purchase price unnecessarily  operabruin 4 star delicious   but  i have serious problems with this product  unfortunately ,0,1
2283,one of the main reasons i used to have for going to costco was the delicious tomato bisque they used to have  it was a kirkland campbell tomato bisque and i would buy it by the dozens  unfortunately  i can t find it there any more  checked two stores already  none to be found  so i tried amazon and the closest match i could find  but it has very little to do with the bisque i loved so much  now i am stuck with 11 cans i have no use for  any suggestions  not nearly as good as the kirkland campbell tomato bisque,0,1
2284,i have a small to medium dog  sheltie terrier mix  and he will not eat these treats  i always find them somewhere in the yard  the large neighbor dog  a black lab  will eat them though  my dog doesn t like them,0,1
2286,during my recent visit to new orleans in june of 2012  i fell in love with etouffee  sauce on redfish   oh my goodness  delicious   i picked up a few packages of the louisiana cajun etouffee mix  for  2 00 per package  and made it at home  it was fantastic   i ordered the product on amazon from a particular seller and for the price of more than 7 dollars  was delivered one package  the product description on the website did not clarify the number of packages to be delivered for this amount   i assumed three packages for that price  i received one package and returned it to them immediately   you can purchase this product on line from the retailer for less than two dollars per package with free shipping   so  avoid purchasing this via this seller   great product however  item is delicious  price is ridiculous,0,1
2908,everything about this product is perfect  price  ease of use  portion size   everything except the taste   not as strong as other brands  which is fine  but the acidic lemony aftertaste is too much to bear   very disappointed  not so perfect tea,0,1
2291,i ordered a bright red adenium with white and on the amazon site it is called miss beauty  on the 9greenbox website the miss beauty is completely white further down the amazon page the sparkle star is shown as white  and on the 9greenbox page the sparkle star is the one with red and white  i contacted amazon about this and they sent an email to 9greenbox to get it corrected  it has not been corrected as yet i ordered a sparkle star from 9greenbox  i wonder what they will send me next new customers heed the warning  there are others who sell the adenium plants  website images incorrect,0,1
2295,for any who like this fruit  it does not require refrigeration and is a perfect size to give as a desert or a sweet snack   for those on a diet  it provides a delicious treat with low calories   however  the cost for shipping   handling is insane   however  go elsewhere to buy this excellent snack dessert  delicious but   ,0,1
2298,i ordered a bright red adenium with white and on the amazon site it is called miss beauty  on the 9greenbox website the miss beauty is completely white further down the amazon page the sparkle star is shown as white  and on the 9greenbox page the sparkle star is the one with red and white  i contacted amazon about this and they sent an email to 9greenbox to get it corrected  it has not been corrected as yet i ordered a sparkle star from 9greenbox  i wonder what they will send me next new customers heed the warning  there are others who sell the adenium plants  not pictured correctly,0,1
2893,purchased as a gift for my wife  looked great on arrival and went down hill from there  three weeks later all gone  unless you like minature brown trees   if i took care of it i d expect that outcome  but my wife has a green thumb and really tried to save it  dead bonsai tree,0,1
2307,price seemed good service good i was pleased with the color produced in my rice but the flavor was very weak i have used penzys spanish saffron for years and pinch for pinch the penzys is far more flavorful than the mc cormick  disappointed,0,1
2311,we ordered one of these and our dog loved it   the peanut butter in the center was hard for her to get at and kept her occupied for weeks she liked them so much we ordered a bunch more   we opened our first one today and she pushed the peanut butter out one end in under 30 seconds and ate it   so we paid for about 30 seconds of fun   really too bad  variable quality,0,1
2943,it is true that the shipping costs really make this some mighty expensive product   i have a disability and sometimes like delivery on heavier items   believe it or not when i have to order from a local  nationwide office supply chain i can throw in a case of cokes and the shipping is the same as the other items   much better way if you want or need to have it delivered   otherwise   i buy smaller quantities and make a few trips to the car      shipping costs,0,1
2261,first i must say that this is not my kind of granola  i love crunchy granola  not soft  and this one is definitely soft cons  the oats had a burnt flavor that tended to overpower the cinnamon and raisin flavors  there were very few clusters pros  the price is very good for granola  typically granola costs more than  4 per bag but with subscribe   save you can get this one for under  3 per bag  not very good  but a good price,0,1
2950,my item is missing from my package it s needed before aug 21st please send it    and i have paid for it   thanks missing,0,1
2951,recently discovered ginger beer  it s just like ginger ale  but more spicy and gingery  to my tastebuds anyways   i picked this up because it sounded like it was  spicy  and was a good price  but i found it to be too sweet  42 grams of sugar per serving      i like fever tree premium ginger beer  6 8 ounce glass bottles  pack of 24  much better  good  but      ,0,1
2204,this used to be my favorite tea  but the formula has changed   i ve heard that if you can find the tea in the original pale yellow box  that it is still the old  good tasting  formula   read through the other negative reviews and comments for more info  and notice the dates on the reviews  good and bad    it used to taste like a liquid fireball candy  now it tastes like hot water with black pepper update aug 2012  i purchased this tea from another source  referenced in another amazon review for this product  and although it did come in the newer purple packaging  the box says   with natural flavors   whereas the one i ordered from amazon says   with natural and artificial flavors    the one without the artificial flavors has the excellent taste you re looking for  used to be excellent  formula changed,0,1
2205,i love the clear scalp shampoos and conditioners  so naturally i jumped at the chance to get this   i  like others who have shared was fooled by the labeling   it s really an ethnic product  which i did not initially know   it wasn t for me   as another us reviewer noted  it might be okay as a light coat on dry ends  but i would not go beyond that   as another reviewer on amazon us noted  i will pass this along to someone i know who could use this for its indended purpose i do have the shampoos and conditioners from clear scalp and love them  especially the ultra shea smooth   the ultra shea has an especially pleasant aroma and is wonderful had i known this was really an ethnic product  i would not have chosen it   i am giving it a 1 star rating because there are no instructions and it comes with no head s up as to its intended consumers   this didn t work for me  but i m sure it will work for its intended consumers  head s up ,0,1
3009,there were maggots in the box on arrival   such a great surprise when i went to prepare lunch for my three year old  great    if you love maggots in your food,0,1
2207,last time i order 8 boxes of someting i haven t tried first  taste sort of like lemon but thats the best i can say  sawdust might better describe them  not good,0,1
2208,love this product   recently moved to rural area   loved getting my rice milk delivered to my door  3 cases of 64oz organic   order  for our family of 6    we all love our rice dream   hopped online this a m  to order us up another 3 cases   shazam    the great deal of   35 per case w free supersaving shipping is g o n e    now with shipping each carton runs over  9   what            please  please  please tell me i m missing something because i really don t want to trek to wal mart  only option in rural american town for this help    product great   jump in shipping charge crazy ,0,1
2213,how could this save us as customers while target sells for  5 99 bottle or babies r us for  6 49 bottle the product itself is awesome   my baby loves it   it is really ready to use  not a saving   period,0,1
2991,took these camping  while convenient to lug around  i ended up using 4 packets in a cup and there was still no strength  both in flavor and caffeine   next time will just throw some dirt in the cup and swish around with water  mmmm   brown water ,0,1
2224,i bought this product hoping it would help keep my cats teeth clean and their breath fresh  i wish i had read the ingredients before i purchased it because it doesn t seem to have any enzymatic ingredients found in true  working dental treats  it also doesn t have any breath freshening ingredients  i think the only reason why they are  dental  treats is because they are crunchy and not moist treats  which is very good  these are much better than the pounce soft and chewy varieties or any soft and chewy treat that can stick to cat teeth and cause bad breath and tooth decay  another issue i have with these treats is that my cats only like this product while its very fresh  they seem to go stale really easily  like within a week  and then after that my cats don t care for it  i always close them tightly and i ve even tried putting them in a separate bag  in container  but still no luck  if your looking for a real dental treat i would crunch n  clean with dentashield  greenies brand doesn t have many beneficial dental ingredients either  but they are another pretty good one as they too contain vitamins but with a little bit of added breath freshening ingredients in them  so they are much better than these  this treat my not help teeth  but they definitely won t hurt them  also there are vitamins in these  which is pretty cool  they really are pretty decent treats  and i would probably give them 3 stars if they were just treats  however  to be marketing them as  dental   they really should have at least one dental ingredient  decent  but not very  dental  ,0,1
2226,mrs  js says i have two main requirements for shampoo  lather well  and leave my hair clean with no residue  i also always hope for a shampoo that will calm my somewhat frizzy curls into softness while this shampoo was outstanding for the lather  really does a nice job there   it did leave a perceptible residue buildup in my hair after a few shampoos   i do not use a conditioner   i also didn t notice any impact on making my hair more manageable or softer looking  sadly it has a coconut y smell  maybe that s the shea    and it does leave my skin nice and soft  i tend to use shampoo as a body wash as well   but since that s not enough i won t be running out to buy more while mr  js says  as a guy  i review from a solid position of ignorant indifference  i say this shampoo feels good and makes nice lather  on second and third day not so much squeekiness from my hair  is that a residue thing  maybe that s the  nourish  part  but it smells nice  residue kills it for me ,0,1
2235,i picked a 4 pack of q tonic up at the grocery store  not knowing it was supposed to be an  artisanal  product  frankly  i just don t think it tastes very good  i think the main issue being that the taste of agave clashes with both the quinine and with the gin  and i tried it with two different kind of gins  bulldog and hendricks   it was also quite flat  which didn t help  though that could have just been a problem with the pack i bought  at any rate  it just doesn t make as good a gin and tonic as your standard variety tonic  despite costing a good deal more  not very good,0,1
2976,well i had to try it based on the rave reviews  glad i only purchased 12 cans     i just don t like this stuff at all can t give them away fast enough     tastes like carbonated perfume to me  if you want a really delicious creme soda try hansens cherry vanilla creme  now that is a great creme soda big red  not so big with me,0,1
2198,my 3 toy dogs like just about every treat put before them except these and the other plato organic chicken treats  family doesn t like these,0,1
2975,the only great thing i can say about this product is that the tins are nice  the tea inside is about as low quality as you can get  i think there is more stems and twigs than leaves  i ended up throwing the tea away and reusing the tins if you have a relative you dont like  this may be a great gift for them  otherwise continue searching for tea  not worth the money,0,1
